,Starters,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team,game_id
6,Lavender Briggs,31,6,13,0.462,4,10,0.4,2,3,0.667,1,1,1.0,0,3,3,2,1,1,0,3,15,maryland,2024-02-11-15-illinois
7,Allie Kubek,28,5,7,0.714,5,7,0.714,0,0,,3,5,0.6,5,5,10,1,2,0,3,0,13,maryland,2024-02-11-15-illinois
8,Emily Fisher,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,maryland,2024-02-11-15-illinois
0,Makira Cook,40,1,10,0.1,0,6,0.0,1,4,0.25,1,2,0.5,0,3,3,2,4,0,4,1,4,illinois,2024-02-11-15-illinois
1,Camille Hobby,35,6,14,0.429,6,14,0.429,0,0,,4,4,1.0,6,5,11,0,1,0,0,2,16,illinois,2024-02-11-15-illinois
2,Kendall Bostic,32,1,7,0.143,1,6,0.167,0,1,0.0,0,0,,1,7,8,3,1,0,1,0,2,illinois,2024-02-11-15-illinois
3,Adalia McKenzie,28,4,8,0.5,4,8,0.5,0,0,,2,2,1.0,1,1,2,1,2,0,4,4,10,illinois,2024-02-11-15-illinois
4,Genesis Bryant,27,5,17,0.294,3,11,0.273,2,6,0.333,1,1,1.0,1,2,3,1,1,1,2,4,13,illinois,2024-02-11-15-illinois
6,Gretchen Dolan,24,3,8,0.375,3,7,0.429,0,1,0.0,0,0,,0,1,1,1,0,1,1,5,6,illinois,2024-02-11-15-illinois
7,Shay Bollin,8,1,2,0.5,1,1,1.0,0,1,0.0,0,0,,1,2,3,0,1,0,1,2,2,illinois,2024-02-11-15-illinois
8,Cori Allen,3,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,illinois,2024-02-11-15-illinois
9,Brynn Shoup-Hill,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,illinois,2024-02-11-15-illinois
10,Kam'Ren Rhodes,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,illinois,2024-02-11-15-illinois
0,Leilani Kapinus,30,4,8,0.5,4,7,0.571,0,1,0.0,0,3,0.0,2,6,8,3,2,0,5,3,8,penn-state,2024-02-18-13-maryland
1,Ali Brigham,26,7,8,0.875,7,8,0.875,0,0,,0,0,,2,4,6,0,0,0,6,3,14,penn-state,2024-02-18-13-maryland
2,Shay Ciezki,23,1,5,0.2,1,2,0.5,0,3,0.0,0,0,,0,0,0,3,1,0,1,2,2,penn-state,2024-02-18-13-maryland
3,Makenna Marisa,22,3,12,0.25,0,3,0.0,3,9,0.333,4,4,1.0,0,2,2,0,0,0,2,1,13,penn-state,2024-02-18-13-maryland
4,Ashley Owusu,20,2,6,0.333,2,4,0.5,0,2,0.0,3,5,0.6,0,1,1,3,3,0,6,4,7,penn-state,2024-02-18-13-maryland
6,Alli Campbell,22,1,3,0.333,1,1,1.0,0,2,0.0,0,0,,1,3,4,3,1,0,1,1,2,penn-state,2024-02-18-13-maryland
7,Moriah Murray,22,2,6,0.333,0,1,0.0,2,5,0.4,0,0,,0,2,2,1,1,0,2,1,6,penn-state,2024-02-18-13-maryland
8,Chanaya Pinto,14,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,2,0,3,2,0,penn-state,2024-02-18-13-maryland
9,Jayla Oden,11,3,6,0.5,2,4,0.5,1,2,0.5,2,2,1.0,0,0,0,0,0,0,0,0,9,penn-state,2024-02-18-13-maryland
10,Kylie Lavelle,9,0,1,0.0,0,1,0.0,0,0,,1,2,0.5,1,1,2,0,1,1,0,3,1,penn-state,2024-02-18-13-maryland
11,Grace Hall,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,penn-state,2024-02-18-13-maryland
0,Shyanne Sellers,39,5,9,0.556,3,7,0.429,2,2,1.0,5,6,0.833,0,9,9,9,2,1,3,4,17,maryland,2024-02-18-13-maryland
1,Jakia Brown-Turner,31,12,17,0.706,10,13,0.769,2,4,0.5,6,8,0.75,1,6,7,0,3,0,3,1,32,maryland,2024-02-18-13-maryland
2,Brinae Alexander,27,3,8,0.375,1,1,1.0,2,7,0.286,0,0,,0,1,1,1,1,0,0,1,8,maryland,2024-02-18-13-maryland
3,Faith Masonius,25,1,5,0.2,1,5,0.2,0,0,,1,2,0.5,1,1,2,2,3,0,2,3,3,maryland,2024-02-18-13-maryland
4,Lavender Briggs,24,2,4,0.5,2,4,0.5,0,0,,0,0,,1,2,3,1,0,0,4,2,4,maryland,2024-02-18-13-maryland
6,Allie Kubek,21,3,5,0.6,3,5,0.6,0,0,,3,3,1.0,1,0,1,4,0,2,1,2,9,maryland,2024-02-18-13-maryland
7,Emily Fisher,20,1,4,0.25,1,4,0.25,0,0,,0,0,,1,2,3,2,1,0,1,1,2,maryland,2024-02-18-13-maryland
8,Bri McDaniel,12,0,5,0.0,0,4,0.0,0,1,0.0,0,0,,1,2,3,1,1,0,4,2,0,maryland,2024-02-18-13-maryland
9,Hawa Doumbouya,2,1,1,1.0,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,1,1,2,maryland,2024-02-18-13-maryland
10,Mary Sareen,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,maryland,2024-02-18-13-maryland
11,Zen Nuako,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,maryland,2024-02-18-13-maryland
0,Antonia Bates,35,0,5,0.0,0,2,0.0,0,3,0.0,0,0,,0,2,2,4,0,1,2,2,0,rutgers,2024-02-21-19-maryland
1,Chyna Cornwell,29,3,5,0.6,3,5,0.6,0,0,,3,6,0.5,4,4,8,0,0,0,3,4,9,rutgers,2024-02-21-19-maryland
2,Jillian Huerter,27,2,10,0.2,0,4,0.0,2,6,0.333,0,0,,0,2,2,2,1,0,0,3,6,rutgers,2024-02-21-19-maryland
3,Mya Petticord,26,3,10,0.3,3,8,0.375,0,2,0.0,2,2,1.0,2,1,3,1,2,0,2,0,8,rutgers,2024-02-21-19-maryland
4,Destiny Adams,21,7,14,0.5,7,14,0.5,0,0,,1,1,1.0,3,5,8,3,0,0,2,5,15,rutgers,2024-02-21-19-maryland
6,Kassondra Brown,25,4,9,0.444,4,8,0.5,0,1,0.0,3,3,1.0,1,7,8,3,0,1,2,5,11,rutgers,2024-02-21-19-maryland
7,Lisa Thompson,21,3,7,0.429,3,5,0.6,0,2,0.0,5,6,0.833,1,1,2,1,2,1,3,2,11,rutgers,2024-02-21-19-maryland
8,Erica Lafayette,17,1,4,0.25,1,1,1.0,0,3,0.0,0,0,,0,1,1,0,0,0,0,0,2,rutgers,2024-02-21-19-maryland
0,Shyanne Sellers,37,6,11,0.545,4,7,0.571,2,4,0.5,7,8,0.875,2,8,10,8,2,1,1,3,21,maryland,2024-02-21-19-maryland
1,Bri McDaniel,34,4,10,0.4,3,7,0.429,1,3,0.333,4,4,1.0,1,1,2,4,0,0,2,2,13,maryland,2024-02-21-19-maryland
2,Jakia Brown-Turner,29,5,10,0.5,5,9,0.556,0,1,0.0,1,3,0.333,3,5,8,1,0,0,0,3,11,maryland,2024-02-21-19-maryland
3,Brinae Alexander,22,4,12,0.333,0,0,,4,12,0.333,0,0,,0,2,2,0,0,0,0,3,12,maryland,2024-02-21-19-maryland
4,Faith Masonius,16,1,2,0.5,1,1,1.0,0,1,0.0,0,0,,0,2,2,2,0,0,5,1,2,maryland,2024-02-21-19-maryland
6,Allie Kubek,27,7,14,0.5,7,14,0.5,0,0,,2,4,0.5,2,2,4,2,1,1,1,3,16,maryland,2024-02-21-19-maryland
7,Emily Fisher,20,1,3,0.333,1,3,0.333,0,0,,0,0,,4,3,7,1,0,0,1,2,2,maryland,2024-02-21-19-maryland
8,Lavender Briggs,10,1,3,0.333,1,3,0.333,0,0,,0,0,,2,3,5,0,0,1,1,0,2,maryland,2024-02-21-19-maryland
9,Hawa Doumbouya,4,1,1,1.0,1,1,1.0,0,0,,0,2,0.0,0,0,0,0,0,0,1,2,2,maryland,2024-02-21-19-maryland
0,Ronnie Porter,40,6,12,0.5,5,11,0.455,1,1,1.0,2,2,1.0,1,3,4,5,2,0,3,3,15,wisconsin,2024-02-29-18-maryland
1,Serah Williams,36,5,11,0.455,5,11,0.455,0,0,,4,5,0.8,4,6,10,2,0,1,5,5,14,wisconsin,2024-02-29-18-maryland
2,Natalie Leuzinger,35,6,13,0.462,4,5,0.8,2,8,0.25,2,2,1.0,0,2,2,1,0,0,1,3,16,wisconsin,2024-02-29-18-maryland
3,Brooke Schramek,30,3,10,0.3,2,3,0.667,1,7,0.143,2,2,1.0,1,4,5,4,1,1,5,3,9,wisconsin,2024-02-29-18-maryland
4,Sania Copeland,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,wisconsin,2024-02-29-18-maryland
6,Halle Douglass,33,1,4,0.25,1,2,0.5,0,2,0.0,0,0,,2,2,4,1,1,0,2,3,2,wisconsin,2024-02-29-18-maryland
7,D'Yanis Jimenez,12,2,5,0.4,2,4,0.5,0,1,0.0,0,0,,0,3,3,0,3,0,2,0,4,wisconsin,2024-02-29-18-maryland
8,Tessa Grady,9,1,1,1.0,0,0,,1,1,1.0,0,0,,0,1,1,0,1,1,0,4,3,wisconsin,2024-02-29-18-maryland
9,Ana Guillen,3,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,wisconsin,2024-02-29-18-maryland
0,Jakia Brown-Turner,36,7,12,0.583,5,9,0.556,2,3,0.667,2,3,0.667,2,8,10,4,0,1,3,2,18,maryland,2024-02-29-18-maryland
1,Shyanne Sellers,35,5,9,0.556,5,9,0.556,0,0,,6,7,0.857,0,2,2,5,3,0,3,3,16,maryland,2024-02-29-18-maryland
2,Bri McDaniel,34,5,14,0.357,3,11,0.273,2,3,0.667,4,4,1.0,3,2,5,2,2,0,1,3,16,maryland,2024-02-29-18-maryland
3,Brinae Alexander,33,3,10,0.3,0,1,0.0,3,9,0.333,0,0,,0,3,3,3,1,0,3,3,9,maryland,2024-02-29-18-maryland
4,Faith Masonius,22,1,4,0.25,1,4,0.25,0,0,,0,0,,0,1,1,1,2,0,2,0,2,maryland,2024-02-29-18-maryland
6,Allie Kubek,23,3,5,0.6,3,5,0.6,0,0,,5,7,0.714,1,4,5,2,0,1,0,1,11,maryland,2024-02-29-18-maryland
7,Emily Fisher,14,1,2,0.5,1,2,0.5,0,0,,5,6,0.833,4,1,5,0,1,0,2,1,7,maryland,2024-02-29-18-maryland
8,Summer Bostock,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,maryland,2024-02-29-18-maryland
9,Mary Sareen,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,maryland,2024-02-29-18-maryland
10,Hawa Doumbouya,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,maryland,2024-02-29-18-maryland
11,Zen Nuako,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,maryland,2024-02-29-18-maryland
0,Amellia Bromenschenkel,37,5,14,0.357,4,11,0.364,1,3,0.333,1,2,0.5,2,4,6,4,1,1,2,3,12,ipfw,2023-11-06-19-michigan
1,Audra Emmerson,31,3,5,0.6,1,3,0.333,2,2,1.0,0,0,,0,4,4,2,0,0,1,1,8,ipfw,2023-11-06-19-michigan
2,Destinee Marshall,29,4,9,0.444,3,5,0.6,1,4,0.25,0,0,,0,2,2,2,1,0,2,2,9,ipfw,2023-11-06-19-michigan
3,Jazzlyn Linbo,28,4,9,0.444,4,9,0.444,0,0,,1,3,0.333,1,3,4,1,0,0,1,4,9,ipfw,2023-11-06-19-michigan
4,Shayla Sellers,27,5,9,0.556,2,4,0.5,3,5,0.6,1,2,0.5,0,1,1,1,1,0,4,3,14,ipfw,2023-11-06-19-michigan
6,Erin Woodson,21,1,4,0.25,1,2,0.5,0,2,0.0,5,6,0.833,3,0,3,1,1,1,0,1,7,ipfw,2023-11-06-19-michigan
7,Renna Schwieterman,8,0,1,0.0,0,0,,0,1,0.0,0,0,,0,0,0,0,0,0,2,0,0,ipfw,2023-11-06-19-michigan
8,Ryin Ott,8,0,2,0.0,0,2,0.0,0,0,,0,0,,1,0,1,0,0,0,0,2,0,ipfw,2023-11-06-19-michigan
9,Sydney Graber,7,1,1,1.0,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,1,1,2,ipfw,2023-11-06-19-michigan
10,Konstantina Mantziori,3,0,1,0.0,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,1,1,0,ipfw,2023-11-06-19-michigan
11,Lauryn Stover,1,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,ipfw,2023-11-06-19-michigan
0,Laila Phelia,36,10,25,0.4,7,15,0.467,3,10,0.3,2,2,1.0,4,3,7,2,2,0,1,0,25,michigan,2023-11-06-19-michigan
1,Jordan Hobbs,31,5,9,0.556,4,6,0.667,1,3,0.333,2,2,1.0,2,6,8,4,1,0,1,1,13,michigan,2023-11-06-19-michigan
2,Lauren Hansen,25,4,11,0.364,2,7,0.286,2,4,0.5,1,1,1.0,1,1,2,1,0,1,3,1,11,michigan,2023-11-06-19-michigan
3,Cameron Williams,24,7,9,0.778,7,9,0.778,0,0,,0,0,,2,5,7,0,1,0,0,0,14,michigan,2023-11-06-19-michigan
4,Elise Stuck,12,1,2,0.5,1,2,0.5,0,0,,0,0,,1,1,2,0,0,0,1,5,2,michigan,2023-11-06-19-michigan
6,Taylor Williams,16,4,8,0.5,4,8,0.5,0,0,,0,0,,3,4,7,0,0,1,2,1,8,michigan,2023-11-06-19-michigan
7,Macy Brown,15,1,2,0.5,1,1,1.0,0,1,0.0,1,1,1.0,0,0,0,4,0,1,1,3,3,michigan,2023-11-06-19-michigan
8,Alyssa Crockett,14,0,0,,0,0,,0,0,,2,2,1.0,2,2,4,2,0,2,1,1,2,michigan,2023-11-06-19-michigan
9,Taylor Woodson,12,1,2,0.5,1,2,0.5,0,0,,0,2,0.0,0,0,0,1,0,1,1,1,2,michigan,2023-11-06-19-michigan
10,Greta Kampschroeder,9,0,3,0.0,0,1,0.0,0,2,0.0,0,0,,0,0,0,0,2,0,1,1,0,michigan,2023-11-06-19-michigan
11,Whitney Sollom,7,0,0,,0,0,,0,0,,0,0,,4,1,5,1,0,0,1,0,0,michigan,2023-11-06-19-michigan
0,Alexis Johnson,26,1,6,0.167,0,2,0.0,1,4,0.25,0,0,,0,2,2,1,2,0,3,4,3,oakland,2023-11-14-00-michigan
1,Kianni Westbrook,26,4,10,0.4,4,10,0.4,0,0,,2,2,1.0,4,1,5,0,0,1,3,4,10,oakland,2023-11-14-00-michigan
2,Markyia McCormick,25,1,8,0.125,1,6,0.167,0,2,0.0,0,0,,0,1,1,1,0,0,1,1,2,oakland,2023-11-14-00-michigan
3,Brooke Quarles-Daniels,25,4,8,0.5,4,8,0.5,0,0,,2,2,1.0,3,3,6,1,1,0,3,2,10,oakland,2023-11-14-00-michigan
4,Linda Van Schaik,24,2,9,0.222,1,5,0.2,1,4,0.25,0,0,,2,3,5,0,1,0,1,1,5,oakland,2023-11-14-00-michigan
6,Jasmine Dupree-Hebert,22,1,4,0.25,1,2,0.5,0,2,0.0,0,0,,0,1,1,0,0,0,1,0,2,oakland,2023-11-14-00-michigan
7,Madison Royal-Davis,20,0,1,0.0,0,1,0.0,0,0,,2,4,0.5,2,2,4,0,0,1,2,2,2,oakland,2023-11-14-00-michigan
8,Maddy Skorupski,15,2,8,0.25,2,8,0.25,0,0,,1,1,1.0,2,1,3,0,0,0,4,1,5,oakland,2023-11-14-00-michigan
9,Kennedie Montue,12,0,2,0.0,0,0,,0,2,0.0,0,0,,0,1,1,0,1,0,2,3,0,oakland,2023-11-14-00-michigan
10,Eva Pardo-Campillo,3,0,1,0.0,0,0,,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,oakland,2023-11-14-00-michigan
11,Naveyah Damon,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,oakland,2023-11-14-00-michigan
0,Laila Phelia,28,5,12,0.417,5,9,0.556,0,3,0.0,0,0,,1,0,1,0,0,3,0,2,10,michigan,2023-11-14-00-michigan
1,Jordan Hobbs,25,0,4,0.0,0,2,0.0,0,2,0.0,4,5,0.8,1,3,4,3,1,0,1,1,4,michigan,2023-11-14-00-michigan
2,Lauren Hansen,22,3,6,0.5,2,3,0.667,1,3,0.333,0,0,,0,1,1,8,2,0,3,2,7,michigan,2023-11-14-00-michigan
3,Cameron Williams,20,5,8,0.625,5,8,0.625,0,0,,2,2,1.0,5,7,12,0,1,0,4,2,12,michigan,2023-11-14-00-michigan
4,Taylor Williams,19,3,5,0.6,3,5,0.6,0,0,,1,4,0.25,1,3,4,2,1,0,0,2,7,michigan,2023-11-14-00-michigan
6,Taylor Woodson,16,2,6,0.333,2,5,0.4,0,1,0.0,0,2,0.0,3,2,5,4,0,0,0,1,4,michigan,2023-11-14-00-michigan
7,Macy Brown,14,0,2,0.0,0,0,,0,2,0.0,0,0,,1,1,2,0,1,2,1,0,0,michigan,2023-11-14-00-michigan
8,Alyssa Crockett,13,3,8,0.375,1,4,0.25,2,4,0.5,0,1,0.0,1,4,5,0,1,1,0,0,8,michigan,2023-11-14-00-michigan
9,Greta Kampschroeder,12,3,5,0.6,0,0,,3,5,0.6,0,0,,0,1,1,0,0,0,1,3,9,michigan,2023-11-14-00-michigan
10,Chyra Evans,12,4,7,0.571,4,7,0.571,0,0,,0,0,,3,2,5,2,0,1,2,1,8,michigan,2023-11-14-00-michigan
11,Elissa Brett,10,2,2,1.0,1,1,1.0,1,1,1.0,0,0,,0,1,1,0,0,0,0,2,5,michigan,2023-11-14-00-michigan
12,Whitney Sollom,8,2,3,0.667,2,3,0.667,0,0,,2,4,0.5,3,0,3,1,0,0,1,1,6,michigan,2023-11-14-00-michigan
0,Courtney Whitson,39,2,8,0.25,0,2,0.0,2,6,0.333,3,3,1.0,0,5,5,1,0,0,1,1,9,middle-tennessee,2023-11-18-17-michigan
1,Anastasiia Boldyreva,37,10,15,0.667,9,14,0.643,1,1,1.0,2,4,0.5,1,6,7,0,0,4,6,2,23,middle-tennessee,2023-11-18-17-michigan
2,Savannah Wheeler,36,1,12,0.083,1,10,0.1,0,2,0.0,0,0,,0,3,3,5,2,0,4,2,2,middle-tennessee,2023-11-18-17-michigan
3,Jalynn Gregory,34,2,9,0.222,1,5,0.2,1,4,0.25,2,2,1.0,2,2,4,5,1,1,3,2,7,middle-tennessee,2023-11-18-17-michigan
4,Ta'Mia Scott,20,2,5,0.4,2,4,0.5,0,1,0.0,1,2,0.5,1,1,2,1,1,0,1,2,5,middle-tennessee,2023-11-18-17-michigan
6,Jada Grannum,18,1,3,0.333,1,3,0.333,0,0,,0,0,,1,1,2,0,0,1,0,3,2,middle-tennessee,2023-11-18-17-michigan
7,Sifa Joyeuse,13,0,3,0.0,0,3,0.0,0,0,,0,0,,0,0,0,0,1,0,0,2,0,middle-tennessee,2023-11-18-17-michigan
8,Iullia Grabovskaia,2,0,0,,0,0,,0,0,,1,2,0.5,1,0,1,0,0,0,1,0,1,middle-tennessee,2023-11-18-17-michigan
0,Laila Phelia,37,6,12,0.5,5,9,0.556,1,3,0.333,7,7,1.0,2,3,5,2,2,1,0,0,20,michigan,2023-11-18-17-michigan
1,Lauren Hansen,35,4,9,0.444,2,2,1.0,2,7,0.286,1,1,1.0,0,7,7,3,4,0,2,0,11,michigan,2023-11-18-17-michigan
2,Cameron Williams,25,3,6,0.5,3,6,0.5,0,0,,0,0,,2,4,6,1,1,0,1,2,6,michigan,2023-11-18-17-michigan
3,Taylor Williams,20,1,4,0.25,1,4,0.25,0,0,,1,2,0.5,2,3,5,0,0,0,3,5,3,michigan,2023-11-18-17-michigan
4,Jordan Hobbs,17,3,7,0.429,1,3,0.333,2,4,0.5,0,0,,1,2,3,0,0,1,1,4,8,michigan,2023-11-18-17-michigan
6,Chyra Evans,26,3,9,0.333,1,3,0.333,2,6,0.333,2,2,1.0,3,1,4,3,1,0,2,0,10,michigan,2023-11-18-17-michigan
7,Elissa Brett,24,2,6,0.333,1,3,0.333,1,3,0.333,0,0,,0,1,1,2,1,0,1,1,5,michigan,2023-11-18-17-michigan
8,Whitney Sollom,7,0,0,,0,0,,0,0,,0,0,,1,1,2,0,0,0,2,3,0,michigan,2023-11-18-17-michigan
9,Greta Kampschroeder,4,0,2,0.0,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,michigan,2023-11-18-17-michigan
10,Taylor Woodson,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,michigan,2023-11-18-17-michigan
11,Alyssa Crockett,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,michigan,2023-11-18-17-michigan
12,Macy Brown,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,michigan,2023-11-18-17-michigan
13,Elise Stuck,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,michigan,2023-11-18-17-michigan
0,Nicole Avila-Ambrosi,32,2,4,0.5,1,2,0.5,1,2,0.5,2,2,1.0,1,2,3,2,1,0,2,2,7,south-dakota,2023-11-19-14-michigan
1,Grace Larkins,24,1,4,0.25,1,3,0.333,0,1,0.0,2,2,1.0,0,5,5,4,1,0,7,5,4,south-dakota,2023-11-19-14-michigan
2,Kendall Holmes,23,1,4,0.25,1,3,0.333,0,1,0.0,3,4,0.75,1,4,5,0,1,0,3,2,5,south-dakota,2023-11-19-14-michigan
3,Walker Demers,17,2,4,0.5,2,2,1.0,0,2,0.0,0,2,0.0,1,3,4,0,1,2,0,0,4,south-dakota,2023-11-19-14-michigan
4,Carley Duffney,15,3,6,0.5,1,4,0.25,2,2,1.0,1,2,0.5,2,0,2,1,0,0,3,3,9,south-dakota,2023-11-19-14-michigan
6,Tori DePerry,30,6,7,0.857,3,4,0.75,3,3,1.0,1,1,1.0,0,2,2,2,0,0,1,1,16,south-dakota,2023-11-19-14-michigan
7,Alexi Hempe,25,1,4,0.25,0,1,0.0,1,3,0.333,0,0,,0,2,2,3,0,0,4,1,3,south-dakota,2023-11-19-14-michigan
8,Natalie Mazurek,16,1,5,0.2,1,4,0.25,0,1,0.0,0,0,,0,2,2,0,0,1,2,2,2,south-dakota,2023-11-19-14-michigan
9,Olivia Kieffer,13,1,3,0.333,1,2,0.5,0,1,0.0,0,0,,0,1,1,0,0,0,2,2,2,south-dakota,2023-11-19-14-michigan
10,Morgan Hansen,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,south-dakota,2023-11-19-14-michigan
11,Coral Mason,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,south-dakota,2023-11-19-14-michigan
12,Avery Broughton,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,south-dakota,2023-11-19-14-michigan
0,Laila Phelia,35,5,21,0.238,4,17,0.235,1,4,0.25,2,3,0.667,0,1,1,2,2,1,0,3,13,michigan,2023-11-19-14-michigan
1,Lauren Hansen,32,5,11,0.455,4,5,0.8,1,6,0.167,2,3,0.667,0,1,1,1,1,0,1,4,13,michigan,2023-11-19-14-michigan
2,Jordan Hobbs,32,5,9,0.556,4,7,0.571,1,2,0.5,0,0,,0,2,2,2,2,0,0,1,11,michigan,2023-11-19-14-michigan
3,Taylor Williams,28,8,14,0.571,8,14,0.571,0,0,,3,4,0.75,12,6,18,1,5,1,1,1,19,michigan,2023-11-19-14-michigan
4,Cameron Williams,11,1,2,0.5,1,2,0.5,0,0,,0,0,,1,1,2,0,0,0,2,0,2,michigan,2023-11-19-14-michigan
6,Elise Stuck,21,3,3,1.0,3,3,1.0,0,0,,0,0,,1,2,3,1,0,2,0,2,6,michigan,2023-11-19-14-michigan
7,Elissa Brett,18,2,5,0.4,2,2,1.0,0,3,0.0,2,2,1.0,0,0,0,1,0,1,2,3,6,michigan,2023-11-19-14-michigan
8,Chyra Evans,14,0,3,0.0,0,1,0.0,0,2,0.0,0,0,,1,2,3,1,2,0,4,2,0,michigan,2023-11-19-14-michigan
9,Greta Kampschroeder,3,0,1,0.0,0,1,0.0,0,0,,0,0,,1,0,1,1,0,0,0,0,0,michigan,2023-11-19-14-michigan
10,Macy Brown,3,0,2,0.0,0,1,0.0,0,1,0.0,0,0,,1,0,1,0,0,0,0,1,0,michigan,2023-11-19-14-michigan
11,Alyssa Crockett,2,0,1,0.0,0,1,0.0,0,0,,0,0,,1,1,2,0,0,0,0,0,0,michigan,2023-11-19-14-michigan
12,Taylor Woodson,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,michigan,2023-11-19-14-michigan
13,Whitney Sollom,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,michigan,2023-11-19-14-michigan
0,Laila Phelia,38,4,18,0.222,2,10,0.2,2,8,0.25,11,12,0.917,2,1,3,2,0,1,2,1,21,michigan,2023-11-20-12-michigan
1,Jordan Hobbs,31,2,9,0.222,0,4,0.0,2,5,0.4,0,0,,1,2,3,3,0,0,2,1,6,michigan,2023-11-20-12-michigan
2,Lauren Hansen,29,1,9,0.111,1,5,0.2,0,4,0.0,0,0,,0,1,1,0,0,0,0,1,2,michigan,2023-11-20-12-michigan
3,Cameron Williams,26,2,5,0.4,2,5,0.4,0,0,,1,2,0.5,4,4,8,0,0,0,1,3,5,michigan,2023-11-20-12-michigan
4,Taylor Williams,22,2,9,0.222,2,9,0.222,0,0,,1,2,0.5,2,2,4,0,1,0,2,1,5,michigan,2023-11-20-12-michigan
6,Elissa Brett,16,2,5,0.4,0,2,0.0,2,3,0.667,0,0,,1,3,4,1,0,0,2,2,6,michigan,2023-11-20-12-michigan
7,Alyssa Crockett,14,2,3,0.667,2,2,1.0,0,1,0.0,0,0,,1,1,2,0,1,1,2,0,4,michigan,2023-11-20-12-michigan
8,Chyra Evans,12,0,2,0.0,0,2,0.0,0,0,,0,0,,2,0,2,1,1,0,0,1,0,michigan,2023-11-20-12-michigan
9,Elise Stuck,8,0,1,0.0,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,3,0,michigan,2023-11-20-12-michigan
10,Greta Kampschroeder,3,0,1,0.0,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,michigan,2023-11-20-12-michigan
11,Taylor Woodson,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,michigan,2023-11-20-12-michigan
0,Madison Scott,29,4,6,0.667,4,6,0.667,0,0,,2,4,0.5,1,6,7,1,1,1,0,3,10,mississippi,2023-11-20-12-michigan
1,Kennedy Todd-Williams,27,4,7,0.571,4,7,0.571,0,0,,0,0,,0,4,4,0,0,0,2,2,8,mississippi,2023-11-20-12-michigan
2,Marquesha Davis,19,4,7,0.571,3,6,0.5,1,1,1.0,0,0,,0,3,3,1,0,0,1,3,9,mississippi,2023-11-20-12-michigan
3,Kharyssa Richardson,18,0,3,0.0,0,3,0.0,0,0,,4,4,1.0,1,6,7,0,1,0,1,1,4,mississippi,2023-11-20-12-michigan
4,Kirsten Deans,5,1,2,0.5,1,2,0.5,0,0,,0,0,,0,1,1,0,0,0,0,0,2,mississippi,2023-11-20-12-michigan
6,Marija Aviljas,28,5,10,0.5,5,8,0.625,0,2,0.0,1,2,0.5,0,1,1,3,2,1,2,0,11,mississippi,2023-11-20-12-michigan
7,Snudda Collins,26,3,10,0.3,2,7,0.286,1,3,0.333,2,2,1.0,2,1,3,1,0,1,1,1,9,mississippi,2023-11-20-12-michigan
